UserID,rating,movieID,Name of Movie,Year of Release,Watch time,Rating,Meta Score,Votes,Gross Collection($)
476,3,1582,Boy A,2007,102,7.6,75,"38,230",0.11
447,1,2057,Erin Brockovich,2000,131,7.4,73,"204,306",125.6
52,4,3079,Eight Men Out,1988,119,7.2,71,"21,041",5.68
66,5,3480,Banlieue 13,2004,84,7.1,70,"71,651",1.2
372,5,3559,JCVD,2008,97,7.1,64,"39,489",0.47
447,3,3985,Vera Cruz,1954,94,7,****,****,****
371,1,5085,The Enforcer,1976,96,6.7,58,"46,907",46.2
209,3,5991,Pánico en el Transiberiano,1972,91,6.5,68,****,****
162,2,6297,Last Man Standing,1996,101,6.4,44,"59,242",17.6
18,1,6646,Because of Winn-Dixie,2005,106,6.3,54,"11,986",32.65
124,3,7249,Casino Jack,2010,108,6.2,51,"17,403",1.04
235,1,9639,Tokarev,2014,98,5,28,****,****
76,1,9710,Turbulence,1997,100,4.9,****,"12,191",11.47
46,5,46,The Silence of the Lambs,1991,118,8.6,86,"1,454,260",130.74
142,4,1464,Blood Simple,1984,99,7.6,83,"99,232",2.15
172,4,1561,Sayat Nova,1969,79,7.6,****,****,****
437,3,1670,Tanu Weds Manu Returns,2015,128,7.6,****,****,****
205,3,2765,Taxi,III 2015,82,7.3,91,"15,803",0.32
254,2,3861,Oklahoma!,1955,145,7,74,****,****
10,4,3947,Frequently Asked Questions About Time Travel,2009,83,7,****,****,****
125,1,4521,Boss Level,2020,100,6.8,56,****,****
233,3,4989,The Hunter,IV 2011,102,6.7,63,"40,203",0.18
426,5,5156,The Man Who Knew Too Much,1934,75,6.7,77,****,****
199,4,6543,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113,6.3,53,"158,332",104.39
33,4,8955,The Girlfriend Experience,2009,77,5.5,66,"16,896",0.7
25,5,9062,The Hustle,I 2019,93,5.4,35,"62,076",35.42
207,4,9769,Amityville: The Awakening,2017,87,4.8,42,"14,673",0
47,4,47,Se7en,1995,127,8.6,65,"1,680,060",100.13
120,5,1525,Kamera o tomeru na!,2017,96,7.6,86,****,****
181,3,1728,Sideways,2004,127,7.5,94,"195,174",71.5
60,4,1789,Thank You for Smoking,2005,92,7.5,71,"224,308",24.79
383,2,4305,Hearts in Atlantis,2001,101,6.9,55,"39,722",24.19
47,5,6202,Star Trek: Insurrection,1998,103,6.4,64,"76,760",70.12
342,2,6354,Red Joan,2018,101,6.4,45,"13,275",1.58
64,1,6755,Made,2001,95,6.3,62,"18,895",5.31
107,4,6786,Only the Lonely,1991,104,6.3,47,"11,733",21.83
435,2,6953,Sleeping with the Enemy,1991,99,6.2,48,"60,661",101.6
275,3,7041,Red Lights,2012,114,6.2,36,"63,053",0.05
92,2,7737,The Escort,2015,88,6,****,****,****
50,4,8145,Splice,2009,104,5.8,66,"99,101",17
286,4,8292,The Divide,2011,112,5.8,28,"37,482",0.02
490,3,8359,Waist Deep,2006,97,5.8,37,"10,256",21.32
309,5,8435,Bloodshot,2020,109,5.7,44,"80,343",12.56
318,4,8455,2:22,2017,98,5.7,****,****,****
405,2,9109,All I See Is You,2016,109,5.4,43,"12,488",0.22
48,4,48,Star Wars,1977,121,8.6,90,"1,381,974",322.74
148,5,817,Aruitemo aruitemo,2008,115,7.9,89,"17,195",0.16
413,5,1031,Breaker' Morant,1980,107,7.8,72,"13,859",7.14
41,3,1486,Sabrina,1954,113,7.6,72,****,****
495,4,1796,Chinjeolhan geumjassi,2005,115,7.5,75,"81,891",0.21
337,3,2186,Kabhi Khushi Kabhie Gham...,2001,210,7.4,****,"51,846",2.9
92,1,2534,The Descendants,2011,115,7.3,84,"244,628",82.58
249,4,3120,La Cage aux folles,1978,97,7.2,61,"11,227",20.42
404,2,3902,Beavis and Butt-Head Do the Universe,2022,87,7,70,****,****
337,3,4351,The Wackness,2008,99,6.9,61,"30,957",2.08
94,4,5287,The Other Guys,2010,107,6.6,64,"275,174",119.22
278,3,5340,Elysium,I 2013,109,6.6,61,"454,689",93.05
468,4,5663,El desconocido,2015,102,6.6,****,****,****
347,2,6660,Underworld: Awakening,2012,88,6.3,39,"157,057",62.32
331,5,6993,Jack the Giant Slayer,2013,114,6.2,51,"141,886",65.19
389,3,7106,London Boulevard,2010,103,6.2,52,"49,217",0.01
299,5,7303,Twins,1988,107,6.1,53,"129,662",111.94
61,2,8603,Barbershop 2: Back in Business,2004,106,5.7,59,"15,406",65.11
175,4,8709,Wanderlust,2012,98,5.6,53,"78,523",17.23
78,5,8773,Maggie,I 2015,95,5.6,52,"45,231",0.19
16,1,8874,Piranha 3D,2010,88,5.5,53,"93,317",25
199,4,9619,So Undercover,2012,94,5,****,****,****
49,4,49,Saving Private Ryan,1998,169,8.6,91,"1,411,545",216.54
335,4,551,Sling Blade,1996,135,8,84,"95,641",24.48
105,1,775,Jab We Met,2007,138,7.9,****,"55,139",0.41
114,1,2610,Mr. Brooks,2007,120,7.3,45,"152,536",28.48
67,2,4683,Ms .45,1981,80,6.8,62,****,****
499,5,4776,Big Bad Wolves,2013,110,6.8,64,"16,945",0.03
373,5,5471,Bølgen,2015,105,6.6,68,"39,925",0.18
90,4,5767,Three Amigos!,1986,104,6.5,52,"78,493",39.25
100,2,6015,Recess: School's Out,2001,82,6.5,43,"11,066",36.7
61,3,6140,The Duff,2015,101,6.4,56,"97,157",34.02
475,5,6407,Keeping the Faith,2000,128,6.4,60,"52,421",37.05
3,2,6474,Ritânâ,2002,116,6.4,36,"11,409",0.07
491,3,6629,Dark Skies,2013,97,6.3,50,"77,240",17.41
447,2,6807,Bandslam,2009,111,6.3,66,"14,871",5.21
19,4,6860,Ju-on 2,2003,92,6.3,****,****,****
2,2,7341,Wild Child,2008,98,6.1,****,"59,721",0.02
23,2,7990,Hide and Seek,2005,101,5.9,35,"86,673",51.1
109,5,9254,Misconduct,2016,106,5.3,24,****,****
182,4,9318,Eight Crazy Nights,2002,76,5.3,23,"23,986",23.44
337,1,9814,ATM,I 2012,90,4.7,34,"24,461",0
50,3,50,The Green Mile,1999,189,8.6,61,"1,322,252",136.8
21,2,793,Mimi,I 2021,132,7.9,****,****,****
319,2,1247,Yume,1990,119,7.7,****,"27,337",1.96
358,1,1378,The Godfather Part III,1990,162,7.6,60,"404,651",66.67
86,5,1961,Scrooge,1970,113,7.5,58,"11,701",3.7
37,1,2338,Golmaal: Fun Unlimited,2006,150,7.4,****,****,****
415,3,2662,Beau Travail,1999,92,7.3,91,"12,663",0.25
298,2,3352,Remember Me,I 2010,113,7.1,40,"150,287",19.07
248,4,5710,Fast & Furious Presents: Hobbs & Shaw,2019,137,6.5,60,"218,741",173.96
328,5,6418,Lust Stories,2018,120,6.4,****,****,****
84,1,7978,The One,2001,87,5.9,25,"93,558",43.91
199,1,8342,Wonder Park,2019,85,5.8,45,"12,221",45.22
481,3,8970,Amityville II: The Possession,1982,104,5.5,34,"12,101",12.53
6,2,9258,Xanadu,1980,96,5.3,31,"14,582",22.76
170,5,9335,Not to Forget,2021,84,5.3,****,****,****
387,4,9363,Spiral: From the Book of Saw,2021,93,5.2,40,****,****
76,2,9527,When a Stranger Calls,2006,87,5.1,27,"46,988",47.86
398,5,9536,Exorcist: The Beginning,2004,114,5.1,30,"37,684",41.82
400,5,9544,Return to Sender,I 2015,92,5.1,23,****,****
51,1,51,Terminator 2: Judgment Day,1991,137,8.6,75,"1,114,022",204.84
450,5,541,The Maltese Falcon,1941,100,8,97,"161,202",2.11
282,4,1358,Sen Aydinlatirsin Geceyi,2013,107,7.7,****,****,****
93,1,1690,A Time to Kill,1996,149,7.5,54,"166,886",108.77
169,5,1858,Spellbound,1945,111,7.5,79,"49,859",7
23,3,2308,Le gamin au vélo,2011,87,7.4,87,"28,053",1.38
334,3,2314,Mediterraneo,1991,96,7.4,****,"15,761",4.53
464,1,2842,Notting Hill,1999,124,7.2,68,"321,727",116.09
367,2,2913,The Age of Innocence,1993,139,7.2,90,"62,326",32.2
307,3,3025,Candy,2006,108,7.2,57,"46,526",0.04
51,3,3271,The Longest Yard,1974,121,7.1,61,"20,108",7.13
475,5,4123,Hocus Pocus,1993,96,6.9,43,"145,083",44.34
88,3,4228,Heaven Can Wait,1978,101,6.9,72,"22,176",81.64
384,3,7578,D.O.A.,1988,96,6.1,****,"10,588",12.71
393,3,7600,Noel,2004,96,6.1,29,****,****
370,3,7700,The House with a Clock in Its Walls,2018,105,6,57,"53,069",68.55
401,1,8334,The Lady of Heaven,2021,141,5.8,41,****,****
52,5,52,Sen to Chihiro no kamikakushi,2001,125,8.6,96,"779,562",10.06
52,4,661,Company,2002,142,8,****,****,****
154,5,693,Star Trek,2009,127,7.9,82,"608,308",257.73
493,4,1130,The Game,1997,129,7.7,63,"405,536",48.32
180,2,1371,Sicario,2015,121,7.6,82,"441,429",46.89
250,3,2481,Identity,2003,90,7.3,64,"254,390",52.16
201,4,3127,Tere Naam,2003,132,7.2,****,****,****
338,4,3429,Day of the Dead,1985,101,7.1,60,"71,085",5.8
94,3,3630,Khuda Haafiz,2020,133,7.1,****,****,****
77,4,4718,Poolhall Junkies,2002,99,6.8,36,"10,417",0.56
232,5,4977,Kalifornia,1993,117,6.7,49,"55,415",2.4
194,3,5064,Ju-on,2002,92,6.7,48,"45,921",0.33
346,2,5231,The Hoax,2006,116,6.7,70,"16,810",7.16
430,3,5309,The Lovely Bones,2009,135,6.6,42,"172,787",43.82
370,4,5311,Hush,I 2016,82,6.6,67,****,****
246,1,5336,Prince of Persia: The Sands of Time,2010,116,6.6,50,"294,353",90.76
221,5,5727,Ocean's Twelve,2004,125,6.5,58,"397,812",125.54
239,3,6063,Mangal Pandey: The Rising,2005,150,6.5,****,"10,264",0.87
87,5,6133,The Lorax,2012,86,6.4,46,"117,903",214.03
52,5,6210,The Angry Birds Movie 2,2019,97,6.4,60,"31,423",41.66
447,3,6696,Throw Momma from the Train,1987,88,6.3,56,"38,190",57.92
182,3,7143,The Little Shop of Horrors,1960,72,6.2,****,"18,696",1.4
408,5,7860,Bordertown,2007,112,6,****,****,****
53,5,53,Cidade de Deus,2002,130,8.6,79,"765,607",7.56
53,2,679,Wo hu cang long,2000,120,7.9,94,"274,079",128.08
353,3,1505,Repulsion,1965,105,7.6,91,****,****
404,2,1982,Seksmisja,1984,117,7.5,****,****,****
109,4,2284,Cry Freedom,1987,157,7.4,59,"13,820",5.9
180,5,2364,Hum Dil De Chuke Sanam,1999,188,7.4,****,****,****
405,2,4898,Over the Hedge,2006,83,6.7,67,"179,892",155.02
361,2,4937,Wyatt Earp,1994,191,6.7,47,"52,646",25.05
215,2,4969,The Grey,2011,117,6.7,64,"256,141",51.58
481,4,5175,Rebel in the Rye,2017,106,6.7,46,"10,194",0.38
378,3,5561,Rock 'n' Roll High School,1979,93,6.6,70,****,****
470,4,5814,Double Jeopardy,1999,105,6.5,40,"89,816",116.74
53,4,6167,Hidden,I 2015,84,6.4,****,****,****
422,3,6697,Repo Men,2010,111,6.3,32,"108,402",13.79
38,1,6881,Terminator: Dark Fate,2019,128,6.2,54,"182,578",62.25
355,5,7493,Coriolanus,2011,123,6.1,79,"32,672",0.76
188,2,7719,Daddy's Home 2,2017,100,6,30,"77,130",104.03
11,1,8358,The Guilt Trip,2012,95,5.8,50,"37,940",37.13
459,3,9786,The Vault,I 2017,91,4.8,50,"13,306",0.01
54,5,54,La vita è bella,1997,116,8.6,59,"705,501",57.6
132,4,1191,Happiness,1998,134,7.7,81,"71,695",2.81
423,2,1416,Mulan,1998,87,7.6,71,"295,751",120.62
54,2,3249,The French Dispatch,2021,107,7.1,74,****,****
54,5,3258,Snowpiercer,2013,126,7.1,84,"368,558",4.56
443,2,3499,The Messenger,I 2009,113,7.1,77,"35,836",0.07
196,4,3527,Fantasia 2000,1999,75,7.1,59,"39,639",60.66
202,1,3745,De uskyldige,2021,117,7,79,****,****
374,3,4392,Astérix: Le domaine des dieux,2014,85,6.9,****,"14,460",1.66
201,3,4420,The Assassination of Richard Nixon,2004,95,6.9,63,"25,880",0.7
379,2,4797,Love Aaj Kal,2009,128,6.8,****,"16,472",2.43
139,5,5525,Above the Rim,1994,96,6.6,****,"16,281",16.04
410,5,5555,The Door in the Floor,2004,111,6.6,67,"15,894",3.84
6,5,6833,Welcome to Collinwood,2002,86,6.3,61,"15,243",0.33
400,4,7075,Palo Alto,2013,100,6.2,69,"30,036",0.75
129,4,7254,Dabangg,2010,126,6.2,****,"33,191",4.63
354,2,7372,"Yes, God, Yes",2019,78,6.1,71,****,****
87,2,7749,Class,1983,98,6,33,****,****
330,3,8210,Antebellum,2020,105,5.8,43,****,****
25,3,9076,Howl,I 2015,92,5.4,****,****,****
55,5,55,Shichinin no samurai,1954,207,8.6,98,"350,333",0.27
76,4,1134,First Blood,1982,93,7.7,61,"259,781",47.21
131,3,1706,Doctor Strange,2016,115,7.5,72,"757,607",232.64
314,4,2246,Shadowlands,1993,131,7.4,****,"19,521",25.84
257,2,2559,One Hundred and One Dalmatians,1961,79,7.3,83,"172,451",144.88
467,1,3208,Ask Tesadüfleri Sever,2011,118,7.2,****,****,****
237,4,3216,D-Day,I 2013,153,7.2,****,****,****
448,2,3508,Wendy and Lucy,2008,80,7.1,80,"18,838",0.86
450,1,3609,9 rota,2005,139,7.1,****,****,****
75,5,3834,Kill the Irishman,2011,106,7,50,"49,526",1.19
82,5,4229,Any Given Sunday,1999,162,6.9,52,"122,247",75.53
364,3,4435,The Lion King,2019,118,6.8,55,"250,965",543.64
486,3,4886,Pocahontas,I 1995,81,6.7,58,"192,341",141.6
11,5,5010,Sweet November,2001,119,6.7,27,"91,907",25.29
88,5,5095,Teen Titans Go! To the Movies,2018,84,6.7,69,"20,267",29.79
239,4,5219,Babysitting,I 2014,85,6.7,****,****,****
164,4,5306,Project X,2012,88,6.6,48,"217,139",54.73
77,4,5436,Half Baked,1998,82,6.6,16,"65,392",17.28
178,1,5523,For Love of the Game,1999,137,6.6,43,"35,997",35.17
364,5,5849,Music and Lyrics,2007,104,6.5,59,"104,672",50.57
400,2,7110,After the Sunset,2004,97,6.2,38,"48,537",28.33
70,2,7146,Mr. Magorium's Wonder Emporium,2007,93,6.2,48,"46,607",32.06
203,2,7735,Transporter 3,2008,104,6,51,"170,504",31.72
22,3,7894,Crimes of the Future,2022,107,5.9,67,****,****
231,3,8516,The Kissing Booth 2,2020,134,5.7,39,****,****
56,4,56,It's a Wonderful Life,1946,130,8.6,89,****,****
223,1,610,Okuribito,2008,130,8,68,"53,053",1.5
56,2,663,Gulaal,2009,140,8,****,****,****
56,5,682,Harry Potter and the Prisoner of Azkaban,2004,142,7.9,82,"649,556",249.36
318,2,863,Rogue One,2016,133,7.8,65,"651,353",532.18
9,5,1424,West Side Story,1961,153,7.6,86,"116,723",43.66
99,3,1462,Seven Pounds,2008,123,7.6,36,"307,201",69.95
366,2,1509,Victoria,II 2015,138,7.6,77,****,****
472,5,1897,The Lavender Hill Mob,1951,78,7.5,****,****,****
411,2,1932,Vargtimmen,1968,90,7.5,****,****,****
94,5,2238,L'appartement,1996,116,7.4,****,****,****
100,2,3201,Johnny Stecchino,1991,102,7.2,****,"11,114",0.57
56,1,3265,Iron Man Three,2013,130,7.1,62,"862,815",409.01
56,4,3266,Out of Africa,1985,161,7.1,69,"82,418",87.1
322,5,3529,Brubaker,1980,131,7.1,54,"18,599",37.12
474,4,3989,Cul-de-sac,1966,112,7,75,****,****
464,2,4234,At Close Range,1986,111,6.9,67,"16,711",2.35
27,3,4652,Fantastic Voyage,1966,100,6.8,72,****,****
135,4,5415,The Blob,1988,95,6.6,****,"39,819",8.25
56,5,6187,The Ugly Truth,2009,96,6.4,28,"223,127",88.92
56,4,6192,The Woman in Black,2012,95,6.4,62,"186,913",54.33
367,5,6668,The Starling,2021,102,6.3,31,****,****
315,2,7330,The Huntsman: Winter's War,2016,114,6.1,35,"113,288",48.39
436,4,7509,The Lazarus Project,2008,100,6.1,****,****,****
288,4,7717,Get Hard,2015,100,6,34,"140,511",90.41
472,3,8103,Jane Got a Gun,2015,98,5.9,49,"22,951",1.51
463,5,9332,Universal Soldier: Regeneration,2009,97,5.3,70,****,****
288,1,9546,Get Carter,2000,102,5.1,24,"35,366",14.97
57,2,57,Seppuku,1962,133,8.6,85,****,****
183,4,594,Viskningar och rop,1972,91,8,****,"35,163",1.74
57,3,683,The Perks of Being a Wallflower,2012,103,7.9,67,"522,226",17.74
7,1,1736,"tick, tick...BOOM!",2021,120,7.5,74,****,****
391,1,3535,Ging chaat goo si juk jaap,1988,101,7.1,68,****,****
326,1,3548,Koi... Mil Gaya,2003,171,7.1,****,"25,342",0.68
302,2,4056,Bhoot Police,2021,129,7,****,****,****
246,2,4920,With Honors,1994,101,6.7,****,"15,097",20.04
250,4,5474,From Beyond,1986,85,6.6,60,"27,755",1.26
238,3,6021,Emperor,2012,107,6.5,48,"14,398",3.35
57,1,6212,Gremlins 2: The New Batch,1990,106,6.4,69,"107,095",41.48
252,4,6780,Alex Strangelove,2018,99,6.3,62,****,****
432,1,6825,The Three Caballeros,1944,71,6.3,85,****,****
219,2,7175,My Blue Heaven,I 1990,97,6.2,35,"21,723",23.59
451,3,8143,2012,I 2009,158,5.8,49,"384,005",166.11
475,1,8194,Zardoz,1974,105,5.8,46,"23,401",0.07
102,3,9096,Wine Country,2019,103,5.4,56,****,****
419,3,9459,Catch That Kid,2004,91,5.2,33,"10,663",16.7
58,4,58,Sita Ramam,2022,163,8.6,****,****,****
394,1,844,Airlift,2016,130,7.9,****,****,****
316,2,2756,The Man in the White Suit,1951,85,7.3,****,"10,232",0.01
20,4,2807,Murder on the Orient Express,1974,128,7.2,63,"64,780",0.07
393,3,2900,An American Crime,2007,98,7.2,****,****,****
354,4,4534,The Vow,2012,104,6.8,43,"197,928",125.01
385,4,5400,Luther,2003,123,6.6,47,"15,626",5.79
210,2,6061,Kolpaçino,2009,98,6.5,****,****,****
414,2,6300,Best of the Best,1989,97,6.4,26,"14,563",1.7
483,3,6424,Mr. Destiny,1990,116,6.4,34,"12,788",15.38
60,4,8869,Willy's Wonderland,2021,88,5.5,44,****,****
198,1,9214,The New Mutants,2020,94,5.3,43,"82,887",23.86
132,1,9227,Point Break,2015,114,5.3,34,"64,145",28.78
468,2,9355,Infini,2015,110,5.3,****,****,****
59,4,59,O Auto da Compadecida,2000,104,8.6,****,****,****
141,2,1583,Superman II: The Richard Donner Cut,1980,116,7.6,****,****,****
24,2,1763,The Player,1992,124,7.5,86,"62,476",21.71
212,4,1948,Uzak,2002,110,7.5,84,"21,447",0.1
427,5,2167,The Ice Storm,1997,112,7.4,72,"57,715",7.84
470,2,2584,Siu Lam juk kau,2001,113,7.3,68,"83,350",0.49
59,3,3260,Better Off Dead...,1985,97,7.1,51,"46,707",10.3
380,3,4312,Hector and the Search for Happiness,2014,120,6.9,29,"49,245",1.12
275,3,4865,Atomic Blonde,2017,115,6.7,63,"197,983",51.69
233,5,5706,Red Eye,2005,85,6.5,71,"126,311",57.89
408,4,6237,Our Idiot Brother,2011,90,6.4,60,"89,134",24.81
306,2,6738,Resolution,III 2012,93,6.3,80,****,****
15,5,8841,The Promotion,2008,86,5.6,51,"19,158",0.41
186,2,9426,Bushwick,2017,94,5.2,44,****,****
278,5,9532,The Fly II,1989,105,5.1,36,"23,669",20.02
60,3,60,Lepa sela lepo gore,1996,115,8.6,****,****,****
353,3,690,Boogie Nights,1997,155,7.9,85,"270,818",26.4
397,3,867,Call Me by Your Name,2017,132,7.8,94,"283,845",18.1
219,3,1152,Who Framed Roger Rabbit,1988,104,7.7,83,"206,166",156.45
347,4,1885,Tyrannosaur,2011,92,7.5,65,"32,799",0.02
349,1,3740,Smokey and the Bandit,1977,96,7,50,"52,598",126.74
341,3,6039,Kika,1993,114,6.5,53,"14,382",2.09
204,1,7174,Lakeview Terrace,2008,110,6.2,47,"53,749",39.26
55,1,7270,The Expendables 3,2014,126,6.1,35,"186,397",39.32
22,5,7741,Ice Princess,2005,98,6,55,"27,901",24.38
233,1,8039,The Rugrats Movie,1998,79,5.9,62,"19,917",100.49
368,1,8267,Tau,2018,97,5.8,43,****,****
76,3,8397,A Fantastic Fear of Everything,2012,100,5.8,31,****,****
136,1,8734,The Punisher,1989,89,5.6,63,****,****
480,4,9187,Darkness,2002,88,5.4,15,"19,921",22.16
350,5,9314,Town Creek,2009,90,5.3,****,****,****
61,2,61,Nayakan,1987,145,8.6,****,****,****
331,4,1135,Y tu mamá también,2001,106,7.7,89,"125,076",13.62
66,4,2827,The Age of Adaline,2015,112,7.2,51,"187,647",42.48
209,2,2950,Palmer,2021,110,7.2,53,****,****
17,2,3166,L'âge d'or,1930,60,7.2,****,"14,300",0.03
343,1,3226,Mrs. Harris Goes to Paris,2022,115,7.1,70,****,****
284,2,3631,Luck by Chance,2009,156,7.1,58,"10,537",0.36
458,5,3997,The Fountainhead,1949,114,7,****,****,****
363,1,4265,Trolljegeren,2010,103,6.9,61,"76,942",0.25
290,5,4455,Tron,2010,125,6.8,49,"343,380",172.06
167,2,4495,The 'Burbs,1989,102,6.8,45,"78,682",36.6
19,1,5829,Fire and Ice,1983,81,6.5,45,"11,420",0.76
40,3,5919,Running Scared,1986,107,6.5,49,"13,837",38.5
269,1,6283,Dirty Girl,2010,90,6.4,37,"11,033",0.05
247,1,6428,Cheung gong 7 hou,2008,88,6.4,46,"16,372",0.21
240,2,6497,The Many Saints of Newark,2021,120,6.3,60,****,****
430,5,7856,Violet & Daisy,2011,88,6,43,"12,934",0.02
170,2,8151,The Babysitter: Killer Queen,2020,101,5.8,22,****,****
93,4,9139,Feeling Minnesota,1996,99,5.4,30,"11,284",3.1
298,1,9690,Mother/Android,2021,110,4.9,43,****,****
62,5,62,Anbe Sivam,2003,160,8.6,****,****,****
61,2,837,Madame de...,1953,105,7.9,****,****,****
107,5,1256,Mon oncle,1958,116,7.7,****,****,****
396,4,2529,Youth,I 2015,124,7.3,64,"80,350",2.7
45,4,2973,Ruby Sparks,2012,104,7.2,67,"102,817",2.54
170,4,3588,Kaabil,2017,139,7.1,****,****,****
156,5,4433,History of the World: Part I,1981,92,6.8,47,"52,631",31.67
70,4,4490,50 First Dates,2004,99,6.8,48,"363,239",120.91
81,2,4982,A Walk in the Clouds,1995,102,6.7,54,"34,998",50.01
295,5,5611,Something New,I 2006,99,6.6,64,"14,081",11.43
114,5,7212,Better Living Through Chemistry,2014,91,6.2,40,"15,353",0.07
185,5,7903,Into the Woods,2014,125,5.9,69,"143,655",128
271,3,8037,Astérix & Obélix contre César,1999,109,5.9,****,"43,458",1.64
389,3,8129,Ringu 2,1999,95,5.9,****,****,****
165,2,8134,Thalaivi,2021,153,5.9,****,****,****
468,2,8328,The Chase,1994,97,5.8,****,"21,556",8.01
340,5,9594,Tooth Fairy,I 2010,101,5,36,"47,714",60.02
63,3,63,Hababam Sinifi Tatilde,1977,97,8.6,****,****,****
228,1,1629,Only Angels Have Wings,1939,121,7.6,86,****,****
255,2,2129,Terms of Endearment,1983,132,7.4,79,"62,291",108.42
274,1,2135,Mudbound,2017,134,7.4,85,****,****
141,1,2489,Good Time,2017,102,7.3,80,"129,064",2.03
133,1,5334,Gummo,1997,89,6.6,19,"36,296",0.02
39,1,5505,Midnight Special,2016,112,6.6,76,"82,000",3.71
475,5,5671,"Kumiko, the Treasure Hunter",2014,105,6.6,68,"12,137",0.62
55,1,5976,The Big Easy,1986,102,6.5,77,"13,232",17.69
453,3,6384,The Package,1989,108,6.4,55,"10,502",10.65
58,4,6420,The Yards,2000,115,6.4,58,"22,055",0.88
76,1,6546,Transporter 2,2005,87,6.3,56,"207,007",43.1
318,4,6863,Gulabo Sitabo,2020,124,6.3,****,****,****
174,5,6974,Rush Hour 3,2007,91,6.2,44,"173,426",140.13
315,1,7366,Next Friday,2000,98,6.1,41,"42,065",57.33
43,3,7984,Tiger Zinda Hai,2017,161,5.9,****,"30,646",5.56
344,3,9346,Race 2,2013,150,5.3,****,"16,875",1.58
108,2,9601,Cyborg,1989,86,5,24,"32,434",10.17
64,1,64,Gisaengchung,2019,132,8.5,96,"836,092",53.37
101,5,563,Tenkû no shiro Rapyuta,1986,125,8,78,****,****
340,4,689,Bohemian Rhapsody,2018,134,7.9,49,"550,290",216.43
361,4,715,District 9,2009,112,7.9,81,"690,788",115.65
168,1,1402,Zombieland,2009,88,7.6,73,"589,547",75.59
323,2,1810,Die Blechtrommel,1979,142,7.5,63,****,****
36,3,3056,Peaceful Warrior,2006,120,7.2,40,"28,940",3.96
363,3,3484,Nicholas Nickleby,2002,132,7.1,71,"12,873",1.59
490,2,3927,Alphaville: Une étrange aventure de Lemmy Caution,1965,99,7,****,"26,225",0.05
210,3,4208,Lucas,1986,100,6.9,75,"16,765",8.2
485,5,5096,Exodus,1960,208,6.7,****,"10,340",18.97
15,1,6342,The Inbetweeners 2,2014,96,6.4,55,****,****
395,5,6529,Freaky Friday,2003,97,6.3,70,"143,252",110.23
37,1,6636,Every Which Way but Loose,1978,114,6.3,41,"28,315",106
101,4,7074,Feast,2005,95,6.2,43,"32,647",0.05
266,5,7654,The Lodge,2019,108,6,64,****,****
42,1,7667,Halloween,2007,109,6,47,"125,071",58.27
84,4,7922,Night Hunter,2018,98,5.9,31,****,****
62,1,8086,Henry's Crime,2010,108,5.9,49,"20,770",0.1
448,5,8214,Over the Top,1987,93,5.8,40,"56,319",16.06
76,3,8234,Skyscraper,2018,102,5.8,51,"125,685",68.42
183,3,8245,Monte Carlo,2011,109,5.8,43,"46,152",23.19
450,5,9216,Masters of the Universe,1987,106,5.3,35,"42,129",17.34
160,4,9322,The Haunting in Connecticut 2: Ghosts of Georgia,2013,101,5.3,26,****,****
65,4,65,The Departed,2006,151,8.5,85,"1,344,375",132.38
65,1,649,Jeux interdits,1952,86,8,****,"12,578",0.01
35,3,702,In the Heat of the Night,1967,110,7.9,76,"78,787",24.38
185,2,1379,Watchmen,2009,162,7.6,56,"559,753",107.51
295,5,1483,El cuerpo,2012,112,7.6,****,****,****
188,2,1524,The Station Agent,2003,89,7.6,81,"71,545",5.74
410,2,1663,Detective Byomkesh Bakshy!,2015,139,7.6,****,"23,701",0.58
272,5,2425,Pirates of the Caribbean: Dead Man's Chest,2006,151,7.3,53,"730,881",423.32
321,2,2608,The Man in the Moon,1991,99,7.3,73,"17,409",2.85
112,5,2753,Viaggio in Italia,1954,85,7.3,100,****,****
393,2,3655,Crimen Ferpecto,2004,105,7.1,68,****,****
349,5,3992,Stage Fright,1950,110,7,****,****,****
322,5,4047,I Walked with a Zombie,1943,69,7,****,****,****
124,5,4447,Us,II 2019,116,6.8,81,"310,338",175.08
78,2,4753,The Muppets Take Manhattan,1984,94,6.8,64,"21,953",25.53
319,4,5290,Kampen om Narvik,2022,108,6.6,****,****,****
56,3,5961,Run Fatboy Run,2007,100,6.5,48,"68,857",6
65,1,6165,Rat Race,2001,112,6.4,52,"118,823",56.62
65,4,6169,Chaos,II 2005,106,6.4,****,****,****
392,2,6355,Wheelman,2017,82,6.4,66,****,****
233,1,6367,Burnt Offerings,1976,116,6.4,48,****,****
218,5,6688,Dhokha: Round D Corner,2022,122,6.3,****,****,****
364,4,6809,Je ne suis pas un homme facile,2018,98,6.3,****,****,****
65,2,8878,The Day the Earth Stood Still,2008,104,5.5,40,"173,213",79.37
116,2,9085,Vampire Academy,2014,104,5.4,31,"55,687",7.79
164,3,9750,Teenage Mutant Ninja Turtles III,1993,96,4.8,40,"34,383",42.66
66,3,66,Gladiator,2000,155,8.5,67,"1,522,001",187.71
319,3,3199,99 francs,2007,100,7.2,****,****,****
255,4,3584,In the Company of Men,1997,97,7.1,81,"13,946",2.86
317,4,4826,Charlie and the Chocolate Factory,2005,115,6.7,72,"492,561",206.46
